Source,Lead_Id,Disposition,DispositionDate,CreditResponse,MonitoringRate,AdditionalEquipment
PROTECT AMERICA,153279,SOLD,01/04/2014 06:51:00 PM,APPROVED 0,54.99,0
GOOGLEPPC,153329,SOLD,01/16/2014 01:16:00 PM,APPROVED 0,44.99,0
GOOGLEPPC,153335,SOLD,01/05/2014 04:20:00 PM,APPROVED 0,47.99,0
GOOGLEPPC,153385,SOLD,01/05/2014 03:28:00 PM,APPROVED 0,54.98,0
GOOGLEPPC,153390,SOLD,01/05/2014 04:33:00 PM,APPROVED 0,54.98,138.5
GOOGLEPPC,153394,SOLD,01/05/2014 04:43:00 PM,APPROVED 0,49.98,0
GOOGLEPPC,62481,SOLD,01/05/2014 07:18:00 PM,APPROVED 0,41.98,0
PROTECT AMERICA,153408,SOLD,01/05/2014 05:38:00 PM,APPROVED 0,31.99,0
PROTECT AMERICA,153421,SOLD,01/07/2014 10:49:00 AM,APPROVED 0,49.99,0
GOOGLEPPC,153437,SOLD,01/06/2014 11:56:00 AM,APPROVED 0,36.99,0
GOOGLEPPC,153443,SOLD,01/08/2014 10:44:00 AM,APPROVED 0,48.99,0
GOOGLEPPC,153479,SOLD,01/06/2014 02:31:00 PM,APPROVED 0,69.98,0
GOOGLEPPC,153511,SOLD,01/06/2014 12:00:00 PM,APPROVED 0,46.99,0
GOOGLEPPC,153540,SOLD,01/06/2014 12:44:00 PM,APPROVED 0,51.99,0
PROTECT AMERICA,153555,SOLD,01/06/2014 04:16:00 PM,APPROVED 0,49.99,0
PROTECT AMERICA,153589,SOLD,01/07/2014 08:36:00 AM,APPROVED 0,56.99,0
GOOGLEPPC,153676,SOLD,01/14/2014 03:04:00 PM,APPROVED 0,31.99,99
PROTECT AMERICA,153680,SOLD,01/07/2014 09:41:00 AM,APPROVED 0,44.99,0
PROTECT AMERICA,153700,SOLD,01/08/2014 10:00:00 AM,APPROVED 0,54.98,0
GOOGLEPPC,153706,SOLD,01/07/2014 03:35:00 PM,APPROVED 0,59.99,0
BINGPPC,153718,SOLD,01/07/2014 12:55:00 PM,APPROVED 0,49.99,0
BINGPPC,153726,SOLD,01/07/2014 04:00:00 PM,APPROVED 0,31.99,0
GOOGLEPPC,153742,SOLD,01/07/2014 03:14:00 PM,APPROVED 0,44.99,0
GOOGLEPPC,153771,SOLD,01/07/2014 07:02:00 PM,APPROVED 0,47.99,0
GOOGLEPPC,153801,SOLD,01/11/2014 12:54:00 PM,APPROVED 0,36.99,0
BINGPPC,153813,SOLD,01/10/2014 03:45:00 PM,APPROVED 0,66.98,79.05
GOOGLEPPC,153822,SOLD,01/08/2014 10:11:00 AM,APPROVED 0,46.99,0
GOOGLEPPC,153849,SOLD,01/08/2014 11:27:00 AM,APPROVED 0,44.99,0
GOOGLEPPC,153870,SOLD,01/08/2014 12:33:00 PM,APPROVED 0,33.99,0
GOOGLEPPC,153872,SOLD,01/08/2014 12:16:00 PM,APPROVED 0,46.99,0
GOOGLEPPC,153906,SOLD,01/10/2014 08:58:00 AM,APPROVED 0,59.98,0
GOOGLEPPC,153908,SOLD,01/17/2014 09:03:00 AM,APPROVED 0,51.99,0
SEMDIRECT,153935,SOLD,01/08/2014 06:22:00 PM,APPROVED 0,54.98,0
PROTECT AMERICA,153956,SOLD,01/09/2014 12:38:00 PM,APPROVED 0,54.99,0
PROTECT AMERICA,153963,SOLD,01/09/2014 11:38:00 AM,APPROVED 0,52.98,0
PROTECT AMERICA,153994,SOLD,01/09/2014 09:17:00 AM,APPROVED 0,54.99,0
BINGPPC,154008,SOLD,01/09/2014 10:29:00 AM,APPROVED 0,31.99,0
GOOGLEPPC,154016,SOLD,01/09/2014 09:49:00 AM,APPROVED 0,42.99,0
BINGPPC,154021,SOLD,01/09/2014 02:18:00 PM,APPROVED 0,44.99,0
GOOGLEPPC,154023,SOLD,01/09/2014 10:38:00 AM,APPROVED 0,51.98,0
GOOGLEPPC,154042,SOLD,01/09/2014 02:42:00 PM,APPROVED 0,43.99,0
GOOGLEPPC,154046,SOLD,01/10/2014 07:00:00 PM,APPROVED 0,54.99,0
BINGPPC,154048,SOLD,01/09/2014 12:35:00 PM,APPROVED 0,46.99,0
BINGPPC,154110,SOLD,01/09/2014 05:17:00 PM,APPROVED 0,54.99,0
GOOGLEPPC,154118,SOLD,01/09/2014 05:25:00 PM,APPROVED 0,41.99,0
GOOGLEPPC,154134,SOLD,01/09/2014 07:37:00 PM,APPROVED 0,19.99,0
PROTECT AMERICA,154144,SOLD,01/09/2014 09:27:00 PM,APPROVED 0,54.98,0
GOOGLEPPC,154180,SOLD,01/10/2014 01:38:00 PM,APPROVED 0,49.99,0
GOOGLEPPC,154218,SOLD,01/10/2014 11:01:00 AM,APPROVED 0,41.99,0
GOOGLEPPC,154220,SOLD,01/10/2014 11:19:00 AM,APPROVED 0,41.99,0
GOOGLEPPC,154264,SOLD,01/10/2014 02:44:00 PM,APPROVED 0,39.99,0
GOOGLEPPC,154271,SOLD,01/11/2014 03:46:00 PM,APPROVED 0,42.99,0
GOOGLEPPC,154277,SOLD,01/10/2014 03:55:00 PM,APPROVED 0,51.98,0
GOOGLEPPC,154311,SOLD,01/10/2014 07:19:00 PM,APPROVED 0,36.99,0
GOOGLEPPC,154330,SOLD,01/15/2014 07:16:00 PM,APPROVED 0,42.99,0
GOOGLEPPC,154381,SOLD,01/11/2014 04:16:00 PM,APPROVED 0,33.99,99
PROTECT AMERICA,154405,SOLD,01/11/2014 01:58:00 PM,APPROVED 0,54.99,0
PROTECT AMERICA,154408,SOLD,01/11/2014 02:31:00 PM,APPROVED 0,42.99,0
GOOGLEPPC,154477,SOLD,01/14/2014 01:46:00 PM,APPROVED 0,44.99,0
BINGPPC,154489,SOLD,01/14/2014 10:19:00 AM,APPROVED 0,47.99,0
GOOGLEPPC,154497,SOLD,01/12/2014 02:58:00 PM,APPROVED 0,46.99,0
GOOGLEPPC,154502,SOLD,01/12/2014 03:55:00 PM,APPROVED 0,31.99,0
PROTECT AMERICA,154542,SOLD,01/13/2014 11:03:00 AM,APPROVED 0,64.99,0
GOOGLEPPC,154559,SOLD,01/13/2014 09:15:00 AM,APPROVED 0,31.99,79
GOOGLEPPC,154560,SOLD,01/13/2014 11:17:00 AM,APPROVED 0,44.99,0
BINGPPC,154570,SOLD,01/13/2014 08:59:00 AM,APPROVED 0,59.98,0
GOOGLEPPC,154579,SOLD,01/13/2014 01:05:00 PM,APPROVED 0,46.99,0
BINGPPC,154587,SOLD,01/13/2014 06:14:00 PM,APPROVED 0,41.99,0
BINGPPC,154595,SOLD,01/13/2014 11:24:00 AM,APPROVED 0,31.99,0
GOOGLEPPC,154603,SOLD,01/13/2014 11:44:00 AM,APPROVED 0,54.98,0
GOOGLEPPC,154616,SOLD,01/13/2014 12:47:00 PM,APPROVED 0,36.99,355.5
PROTECT AMERICA,154675,SOLD,01/13/2014 03:46:00 PM,APPROVED 0,41.98,0
PROTECT AMERICA,154692,SOLD,01/13/2014 05:43:00 PM,APPROVED 0,19.99,0
PROTECT AMERICA,154705,SOLD,01/13/2014 07:40:00 PM,APPROVED 0,31.99,0
GOOGLEPPC,154742,SOLD,01/14/2014 12:47:00 PM,APPROVED 0,46.98,0
GOOGLEPPC,154764,SOLD,01/14/2014 06:22:00 PM,APPROVED 0,44.99,0
GOOGLEPPC,154766,SOLD,01/14/2014 08:54:00 AM,APPROVED 0,44.99,0
GOOGLEPPC,154775,SOLD,01/14/2014 08:53:00 AM,APPROVED 0,49.99,0
GOOGLEPPC,154778,SOLD,01/14/2014 09:44:00 AM,APPROVED 0,44.99,0
GOOGLEPPC,154788,SOLD,01/14/2014 03:37:00 PM,APPROVED 0,41.99,0
PROTECT AMERICA,154793,SOLD,01/14/2014 10:26:00 AM,APPROVED 0,49.99,0
PROTECT AMERICA,154858,SOLD,01/14/2014 04:28:00 PM,APPROVED 0,54.98,0
GOOGLEPPC,154867,SOLD,01/14/2014 04:11:00 PM,APPROVED 0,46.99,0
GOOGLEPPC,154868,SOLD,01/14/2014 04:45:00 PM,APPROVED 0,51.98,0
PROTECT AMERICA,154878,SOLD,01/14/2014 04:20:00 PM,APPROVED 0,59.98,0
GOOGLEPPC,154902,SOLD,01/14/2014 06:40:00 PM,APPROVED 0,31.99,0
GOOGLEPPC,154924,SOLD,01/16/2014 02:58:00 PM,APPROVED 0,31.99,0
GOOGLEPPC,154959,SOLD,01/15/2014 09:08:00 AM,APPROVED 0,42.99,0
GOOGLEPPC,154966,SOLD,01/15/2014 11:00:00 AM,APPROVED 0,0,0
GOOGLEPPC,154986,SOLD,01/15/2014 11:39:00 AM,APPROVED 0,41.98,277
GOOGLEPPC,155000,SOLD,01/15/2014 03:18:00 PM,APPROVED 0,29.99,0
GOOGLEPPC,155002,SOLD,01/15/2014 05:56:00 PM,APPROVED 0,41.99,0
GOOGLEPPC,155009,SOLD,01/15/2014 01:05:00 PM,APPROVED 0,36.99,0
GOOGLEPPC,155045,SOLD,01/15/2014 03:33:00 PM,APPROVED 0,31.99,0
BINGPPC,155053,SOLD,01/15/2014 04:37:00 PM,APPROVED 0,59.98,0
GOOGLEPPC,155116,SOLD,01/16/2014 10:08:00 AM,APPROVED 0,0,0
GOOGLEPPC,155122,SOLD,01/16/2014 04:52:00 PM,APPROVED 0,54.99,0
BINGPPC,155129,SOLD,01/16/2014 09:01:00 AM,APPROVED 0,44.99,0
BINGPPC,155181,SOLD,01/16/2014 12:34:00 PM,APPROVED 0,31.99,0
GOOGLEPPC,155187,SOLD,01/16/2014 01:54:00 PM,APPROVED 0,37.99,0
GOOGLEPPC,155197,SOLD,01/16/2014 02:41:00 PM,APPROVED 0,0,0
GOOGLEPPC,155204,SOLD,01/16/2014 02:06:00 PM,APPROVED 0,54.99,0
PROTECT AMERICA,155244,SOLD,01/16/2014 05:43:00 PM,APPROVED 0,44.99,0
BINGPPC,155246,SOLD,01/16/2014 06:04:00 PM,APPROVED 0,51.99,0
