Source,Lead_Id,Disposition,DispositionDate,CreditResponse,MonitoringRate,AdditionalEquipment
GOOGLEPPC,INBOUND,PNS,12/2/13 10:16 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,12/3/13 7:56 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,12/4/13 2:41 PM,,0,0
BINGPPC,INBOUND,SOLD,12/3/13 11:04 AM,APPROVED DCS,0,0
GOOGLE CALL METRICS,INBOUND,NOT SERVICABLE,12/3/13 11:14 AM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,12/5/13 4:25 PM,,0,0
BINGPPC,INBOUND,PNS,12/3/13 12:25 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/3/13 1:11 PM,,0,0
BINGPPC,147344,SOLD,12/3/13 1:43 PM,APPROVED 0,37.99,0
SEMDIRECT,INBOUND,PNS,12/3/13 1:52 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/3/13 3:14 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,DNC,12/12/13 7:10 PM,,0,0
BINGPPC,INBOUND,PNS,12/3/13 4:33 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/3/13 4:45 PM,,0,0
BINGPPC,147401,DNC,1/2/14 11:35 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/10/13 8:53 PM,,0,0
GOOGLE MAPS,INBOUND,PNS,12/4/13 11:09 AM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,12/4/13 12:57 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/4/13 1:45 PM,,0,0
PROTECT AMERICA,147574,ANSWERING MACHINE,12/6/13 9:28 AM,,0,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/10/13 12:16 PM,APPROVED 0,46.99,0
GOOGLEPPC,INBOUND,PNS,12/4/13 6:00 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,ANSWERING MACHINE,12/14/13 5:50 PM,,0,0
GOOGLEPPC,147673,ANSWERING MACHINE,12/6/13 9:55 AM,,0,0
PROTECT AMERICA,INBOUND VOICEMAIL,NO TCPA,12/7/13 8:06 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/5/13 10:42 AM,APPROVED 0,19.99,0
PROTECT AMERICA,INBOUND CALLBACK,DROPPED CALL,12/20/13 10:31 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/5/13 11:05 AM,,0,0
GOOGLE MAPS,INBOUND,SOLD,12/5/13 11:19 AM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,12/5/13 11:40 AM,,0,0
BINGPPC,INBOUND,PNS,12/5/13 11:55 AM,,0,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/5/13 1:41 PM,APPROVED DCS,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/5/13 2:43 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/5/13 3:04 PM,APPROVED 0,49.99,79
GOOGLEPPC,147770,SOLD,12/5/13 3:29 PM,APPROVED DCS,0,0
BINGPPC,147831,CALLBACK,12/6/13 9:56 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/5/13 10:27 PM,APPROVED 0,57.99,0
GOOGLEPPC,INBOUND,SOLD,12/6/13 9:39 AM,APPROVED 0,31.99,0
BINGPPC,147899,SOLD,12/6/13 11:47 AM,APPROVED 0,35.99,0
PROTECT AMERICA,INBOUND,NOT SERVICABLE,12/6/13 1:49 PM,,0,0
BINGPPC,147954,BAD PHONE,12/28/13 12:55 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/6/13 4:35 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/6/13 4:32 PM,,0,0
GOOGLEPPC,148042,ANSWERING MACHINE,12/10/13 10:43 AM,,0,0
BINGPPC,148071,SOLD,12/7/13 12:45 PM,APPROVED 0,47.98,0
GOOGLEPPC,INBOUND,SOLD,12/7/13 3:38 PM,APPROVED DCS,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/7/13 4:02 PM,,0,0
PROTECT AMERICA,148150,DROPPED CALL,12/8/13 1:33 PM,,0,0
GOOGLEPPC,148178,NO ANSWER,12/9/13 8:30 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/8/13 12:13 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,DNC,12/22/13 5:17 PM,,0,0
BINGPPC,148253,DNC,1/7/14 9:40 AM,APPROVED 0,31.99,0
GOOGLEPPC,INBOUND,PNS,12/8/13 8:24 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/9/13 9:46 AM,,0,0
PROTECT AMERICA,148347,SOLD,12/9/13 10:09 AM,APPROVED DCS,0,0
BINGPPC,148350,UNDER CONTRACT,12/9/13 10:09 AM,,0,0
GOOGLEPPC,148362,NOT SERVICABLE,12/9/13 11:05 AM,APPROVED DCS,0,0
BINGPPC,INBOUND,SOLD,12/9/13 11:38 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,PNS,12/9/13 12:54 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/9/13 1:14 PM,,0,0
PROTECT AMERICA,INBOUND,DNC,12/9/13 4:01 PM,,0,0
GOOGLEPPC,INBOUND,KILL LEAD,12/9/13 4:08 PM,,0,0
GOOGLEPPC,148435,ANSWERING MACHINE,12/15/13 8:23 PM,,0,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,12/9/13 8:48 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/9/13 10:15 PM,,0,0
GOOGLEPPC,INBOUND VOICEMAIL,KILL LEAD,12/11/13 2:36 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/10/13 9:54 AM,,0,0
GOOGLEPPC,148547,TRANSFER,12/10/13 11:11 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/10/13 12:46 PM,APPROVED 0,41.99,0
GOOGLEPPC,148600,DNC,1/3/14 11:51 AM,,0,0
GOOGLEPPC,148686,CALLBACK,12/15/13 7:21 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/11/13 8:22 AM,APPROVED DCS,0,0
GOOGLEPPC,148756,CALLBACK,12/18/13 9:18 AM,,0,0
GOOGLEPPC,148776,DNC,1/14/14 7:21 PM,,0,0
BINGPPC,INBOUND,DROPPED CALL,12/11/13 4:49 PM,,0,0
GOOGLEPPC,148928,KILL LEAD,12/22/13 8:35 PM,,0,0
GOOGLEPPC,149014,ANSWERING MACHINE,12/12/13 10:55 AM,,0,0
BINGPPC,INBOUND,PNS,12/12/13 1:23 PM,,0,0
GOOGLEPPC,149099,NO ANSWER,1/9/14 5:42 PM,,0,0
GOOGLEPPC,149109,DNC,1/3/14 10:06 AM,,0,0
PROTECT AMERICA,INBOUND,,12/12/13 7:28 PM,APPROVED 0,0,0
GOOGLEPPC,149168,DNC,12/18/13 2:58 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/13/13 9:25 AM,APPROVED 0,54.98,0
BINGPPC,149261,BAD PHONE,12/13/13 11:36 AM,,0,0
BINGPPC,INBOUND,PNS,12/3/13 8:49 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/3/13 11:41 AM,APPROVED 0,47.99,0
GOOGLEPPC,INBOUND,PNS,12/3/13 10:30 AM,,0,0
GOOGLEPPC,147317,UNDER CONTRACT,12/5/13 9:47 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/3/13 11:01 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/3/13 11:36 AM,APPROVED 0,19.99,54.5
GOOGLEPPC,INBOUND,PNS,12/3/13 12:17 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/4/13 10:43 AM,,0,0
PROTECT AMERICA,147331,SOLD,12/3/13 7:42 PM,APPROVED 0,41.99,0
GOOGLEPPC,INBOUND,PNS,12/3/13 1:28 PM,,0,0
GOOGLE MAPS,INBOUND,SOLD,12/3/13 2:30 PM,APPROVED 0,41.99,0
BINGPPC,147362,SOLD,12/3/13 2:33 PM,APPROVED 0,54.99,0
PROTECT AMERICA,INBOUND,SOLD,12/3/13 3:25 PM,APPROVED 0,31.99,0
PROTECT AMERICA,INBOUND,PNS,12/3/13 3:49 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/3/13 5:33 PM,,0,0
BINGPPC,INBOUND,PNS,12/3/13 6:58 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/3/13 7:36 PM,APPROVED 0,29.98,0
PROTECT AMERICA,INBOUND,PNS,12/4/13 7:30 AM,,0,0
PROTECT AMERICA,147519,CALLBACK,12/9/13 9:10 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/4/13 11:35 AM,,0,0
PROTECT AMERICA,INBOUND,DNC,12/4/13 11:33 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/4/13 1:42 PM,APPROVED 0,31.99,0
PROTECT AMERICA,INBOUND CALLBACK,KILL LEAD,12/8/13 1:56 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/4/13 5:34 PM,,0,0
GOOGLEPPC,147608,CALLBACK,12/9/13 10:22 AM,,0,0
GOOGLEPPC,147616,CALLBACK,12/6/13 9:07 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/5/13 9:10 AM,,0,0
GOOGLEPPC,147733,NOT INTERESTED,1/7/14 3:29 PM,,0,0
BINGPPC,INBOUND,PNS,12/5/13 1:05 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,UNDER CONTRACT,1/7/14 12:45 PM,,0,0
PROTECT AMERICA,INBOUND,NO TCPA,12/5/13 3:25 PM,APPROVED 0,49.99,0
PROTECT AMERICA,INBOUND,PNS,12/5/13 5:59 PM,,0,0
PROTECT AMERICA,147795,DNC,NULL,,0,0
GOOGLE CALL METRICS,INBOUND,KILL LEAD,12/5/13 7:01 PM,,0,0
GOOGLEPPC,147890,KILL LEAD,12/6/13 7:26 PM,,0,0
GOOGLE CALL METRICS,INBOUND,CALLBACK,12/6/13 12:23 PM,,0,0
BINGPPC,147950,DNC,12/28/13 4:03 PM,,0,0
BINGPPC,INBOUND,PNS,12/6/13 5:04 PM,,0,0
BINGPPC,147997,CALLBACK,12/10/13 10:36 AM,,0,0
PROTECT AMERICA,148024,ANSWERING MACHINE,12/9/13 10:47 AM,,0,0
PROTECT AMERICA,148049,CALLBACK,12/11/13 1:56 PM,,0,0
PROTECT AMERICA,INBOUND,UNDER CONTRACT,12/7/13 11:58 AM,,0,0
GOOGLEPPC,148058,DNC,NULL,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/7/13 1:02 PM,,0,0
GOOGLE CALL METRICS,INBOUND,NOT SERVICABLE,12/7/13 1:23 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/7/13 1:39 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/7/13 5:48 PM,APPROVED 0,44.99,0
BINGPPC,148143,DNC,12/21/13 7:57 PM,,0,0
BINGPPC,148160,KILL LEAD,12/8/13 1:29 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/8/13 3:06 PM,APPROVED 0,29.99,0
BINGPPC,148287,BAD PHONE,12/11/13 10:24 AM,,0,0
PROTECT AMERICA,148319,KILL LEAD,12/9/13 12:22 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/9/13 7:43 AM,,0,0
BINGPPC,INBOUND,KILL LEAD,12/9/13 10:28 AM,,0,0
BINGPPC,INBOUND,SOLD,12/9/13 3:32 PM,APPROVED 0,39.99,118.5
PROTECT AMERICA,INBOUND,DNC,12/10/13 2:00 PM,,0,0
PROTECT AMERICA,148537,PNS,12/10/13 10:54 AM,,0,0
GOOGLEPPC,148542,SOLD,12/10/13 2:39 PM,APPROVED 0,46.99,0
BINGPPC,148556,ANSWERING MACHINE,12/12/13 1:49 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/10/13 3:33 PM,APPROVED 0,51.99,0
BINGPPC,148611,,NULL,,0,0
PROTECT AMERICA,INBOUND,HAS PA,12/26/13 3:16 PM,,0,0
GOOGLEPPC,148656,NOT INTERESTED,1/12/14 5:10 PM,,0,0
GOOGLEPPC,148657,UNDER CONTRACT,12/30/13 11:56 AM,,0,0
PROTECTAMERICA,MANUAL,,NULL,APPROVED DCS,0,0
BINGPPC,148683,CALLBACK,12/11/13 8:40 AM,,0,0
GOOGLEPPC,148733,KILL LEAD,1/5/14 4:55 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/11/13 10:55 AM,APPROVED 0,49.99,0
PROTECT AMERICA,INBOUND CALLBACK,NOT INTERESTED,12/16/13 12:16 PM,,0,0
GOOGLEPPC,148784,KILL LEAD,12/19/13 8:33 AM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/11/13 1:24 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/11/13 1:40 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/11/13 4:46 PM,APPROVED 0,36.99,0
BINGPPC,148869,KILL LEAD,12/12/13 8:59 AM,,0,0
GOOGLEPPC,148873,NOT SERVICABLE,12/11/13 7:48 PM,,0,0
PROTECT AMERICA,149027,DNC,12/19/13 9:49 AM,,0,0
GOOGLEPPC,149028,NOT SERVICABLE,1/5/14 2:57 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/12/13 5:38 PM,,0,0
PROTECT AMERICA,INBOUND,UNDER CONTRACT,12/12/13 6:57 PM,,0,0
GOOGLEPPC,149161,SOLD,12/12/13 7:56 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,12/12/13 8:08 PM,,0,0
PROTECT AMERICA,149210,DNC,12/13/13 8:20 AM,,0,0
BINGPPC,149302,SOLD,12/13/13 1:12 PM,APPROVED DCS,0,0
GOOGLEPPC,149320,KILL LEAD,1/12/14 10:30 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/13/13 4:11 PM,APPROVED 0,41.98,79.05
GOOGLEPPC,INBOUND,SOLD,12/14/13 12:12 PM,APPROVED DCS,0,0
BINGPPC,149495,CALLBACK,12/27/13 3:09 PM,,0,0
PROTECT AMERICA,149522,UNDER CONTRACT,12/31/13 4:07 PM,,0,0
BINGPPC,149280,SOLD,12/13/13 11:55 AM,APPROVED 0,41.99,0
BINGPPC,INBOUND,UNDER CONTRACT,1/6/14 3:20 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/13/13 5:12 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,SOLD,12/13/13 8:40 PM,APPROVED 0,44.99,0
GOOGLEPPC,149375,KILL LEAD,12/14/13 11:40 AM,,0,0
PROTECT AMERICA,149419,DNC,12/14/13 9:43 AM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/14/13 9:57 AM,,0,0
BINGPPC,INBOUND,TRANSFER,12/14/13 4:38 PM,,0,0
BINGPPC,149619,SOLD,12/15/13 5:48 PM,APPROVED 0,47.98,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,12/15/13 6:32 PM,,0,0
GOOGLEPPC,149648,SOLD,12/16/13 9:52 AM,APPROVED DCS,0,0
BINGPPC,149676,ANSWERING MACHINE,12/19/13 9:38 AM,,0,0
GOOGLEPPC,149722,KILL LEAD,1/3/14 4:06 PM,,0,0
GOOGLEPPC,149739,CALLBACK,12/18/13 9:19 AM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,UNDER CONTRACT,12/20/13 5:33 PM,,0,0
BINGPPC,INBOUND,PNS,12/16/13 6:35 PM,,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,12/16/13 7:56 PM,APPROVED DCS,0,0
GOOGLEPPC,149820,CALLBACK,12/20/13 11:42 AM,,0,0
PROTECT AMERICA,149837,HAS PA,12/17/13 8:24 PM,,0,0
GOOGLEPPC,149867,NO ANSWER,1/14/14 8:40 AM,,0,0
GOOGLEPPC,149907,KILL LEAD,12/17/13 12:47 PM,,0,0
BINGPPC,INBOUND CALLBACK,KILL LEAD,12/23/13 9:20 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/17/13 11:11 AM,,0,0
GOOGLEPPC,149951,KILL LEAD,12/17/13 1:46 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,BAD PHONE,12/22/13 12:18 PM,,0,0
BINGPPC,INBOUND CALLBACK,DROPPED CALL,1/15/14 11:42 AM,,0,0
GOOGLEPPC,150013,DNC,12/17/13 5:19 PM,,0,0
BINGPPC,INBOUND,PNS,12/17/13 6:32 PM,,0,0
BINGPPC,150061,BAD PHONE,12/18/13 8:51 AM,,0,0
BINGPPC,150111,BAD PHONE,12/18/13 8:42 AM,,0,0
GOOGLEPPC,150112,KILL LEAD,12/30/13 5:56 PM,,0,0
BINGPPC,INBOUND,NOT SERVICABLE,12/18/13 9:09 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/18/13 11:46 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/18/13 12:57 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/18/13 1:58 PM,,0,0
GOOGLEPPC,150189,CALLBACK,12/29/13 2:30 PM,,0,0
BINGPPC,INBOUND,PNS,12/18/13 4:07 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/18/13 5:41 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,PNS,12/18/13 9:30 PM,,0,0
BINGPPC,150290,CALLBACK,12/28/13 4:13 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/19/13 2:00 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/26/13 4:19 PM,APPROVED 0,29.99,0
PROTECT AMERICA,INBOUND,PNS,12/20/13 10:12 AM,,0,0
BINGPPC,INBOUND,PNS,12/20/13 1:17 PM,,0,0
BINGPPC,INBOUND,PNS,12/20/13 1:40 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/20/13 3:34 PM,APPROVED 0,49.99,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/20/13 4:28 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,SOLD,12/20/13 4:26 PM,APPROVED 0,54.99,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,1/10/14 2:17 PM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/21/13 3:40 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/1/14 2:57 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/21/13 5:32 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,UNDER CONTRACT,1/2/14 10:04 AM,,0,0
GOOGLEPPC,150759,ANSWERING MACHINE,1/7/14 4:05 PM,,0,0
GOOGLEPPC,150799,NOT SERVICABLE,12/22/13 3:29 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/22/13 10:47 AM,,0,0
BINGPPC,150817,UNDER CONTRACT,1/8/14 5:45 PM,,0,0
PROTECT AMERICA,INBOUND,HAS PA,12/22/13 7:53 PM,,0,0
BINGPPC,150886,KILL LEAD,12/23/13 8:19 PM,,0,0
PROTECT AMERICA,INBOUND VOICEMAIL,SOLD,12/23/13 12:45 PM,APPROVED 0,49.99,0
PROTECT AMERICA,INBOUND VOICEMAIL,TRANSFER,1/10/14 1:31 PM,,0,0
GOOGLEPPC,150928,ANSWERING MACHINE,12/24/13 10:56 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/23/13 10:18 AM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,12/23/13 11:37 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/23/13 11:40 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/23/13 11:31 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/23/13 2:50 PM,,0,0
GOOGLEPPC,150987,KILL LEAD,1/11/14 9:32 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/24/13 1:39 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,NOT INTERESTED,12/27/13 11:26 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/23/13 7:16 PM,,0,0
GOOGLEPPC,INBOUND,,12/23/13 9:30 PM,APPROVED 0,0,0
GOOGLEPPC,151067,KILL LEAD,12/28/13 3:24 PM,,0,0
BINGPPC,INBOUND,PNS,12/23/13 9:40 PM,,0,0
BINGPPC,151109,SOLD,12/24/13 8:32 AM,APPROVED 0,49.99,79
GOOGLEPPC,INBOUND,PNS,12/24/13 10:14 AM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,1/8/14 8:47 AM,,0,0
BINGPPC,INBOUND,SOLD,12/24/13 1:57 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND CALLBACK,UNDER CONTRACT,1/9/14 4:30 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/26/13 10:00 AM,APPROVED 0,41.98,0
BINGPPC,INBOUND,SOLD,12/26/13 12:37 PM,APPROVED DCS,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/26/13 1:06 PM,,0,0
GOOGLEPPC,151387,PNS,12/26/13 7:48 PM,,0,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,12/26/13 4:36 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/26/13 6:51 PM,APPROVED 0,31.99,0
SEMDIRECT,151408,SOLD,12/26/13 6:36 PM,APPROVED DCS,0,0
GOOGLEPPC,151418,BAD PHONE,1/12/14 5:45 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/15/13 12:33 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/15/13 1:02 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,12/15/13 2:13 PM,,0,0
BINGPPC,149600,DNC,12/24/13 2:33 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/15/13 6:51 PM,APPROVED 0,54.99,0
GOOGLEPPC,149680,SOLD,12/16/13 9:35 AM,APPROVED 0,41.99,0
BINGPPC,INBOUND,SOLD,12/16/13 10:42 AM,APPROVED 0,52.99,0
GOOGLE MAPS,INBOUND CALLBACK,KILL LEAD,12/17/13 2:20 PM,,0,0
BINGPPC,INBOUND,UNDER CONTRACT,12/16/13 11:31 AM,,0,0
GOOGLEPPC,149731,NO TCPA,12/16/13 12:13 PM,APPROVED 0,0,0
PROTECT AMERICA,INBOUND,PNS,12/16/13 12:24 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/16/13 12:37 PM,,0,0
BINGPPC,149768,KILL LEAD,12/17/13 3:03 PM,,0,0
PROTECT AMERICA,MANUAL,SOLD,12/16/13 3:29 PM,APPROVED 0,51.99,0
PROTECT AMERICA,149833,DNC,1/10/14 1:07 PM,,0,0
GOOGLEPPC,149874,SOLD,12/17/13 11:14 AM,APPROVED DCS,0,0
BINGPPC,INBOUND,SOLD,12/17/13 9:19 AM,APPROVED 0,47.99,0
GOOGLEPPC,INBOUND,CALLBACK,12/17/13 10:28 AM,,0,0
GOOGLE CALL METRICS,INBOUND,CALLBACK,12/17/13 12:22 PM,,0,0
BINGPPC,INBOUND CALLBACK,HAS PA,12/21/13 9:16 AM,APPROVED 0,41.99,0
BINGPPC,INBOUND,SOLD,12/17/13 1:12 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,SOLD,12/17/13 1:58 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,PNS,12/17/13 3:46 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,12/17/13 4:26 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/17/13 5:08 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/17/13 7:11 PM,APPROVED 0,47.99,0
GOOGLEPPC,INBOUND,SOLD,12/17/13 8:43 PM,APPROVED 0,41.99,0
BINGPPC,150058,DNC,12/18/13 2:38 PM,,0,0
BINGPPC,150071,KILL LEAD,12/18/13 11:19 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,HAS PA,12/21/13 9:13 AM,,0,0
GOOGLEPPC,150109,ANSWERING MACHINE,12/19/13 9:06 AM,,0,0
PROTECT AMERICA,150123,TRANSFER,12/18/13 9:38 AM,,0,0
GOOGLEPPC,150128,UNDER CONTRACT,12/20/13 4:08 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/18/13 11:41 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/18/13 1:04 PM,APPROVED DCS,0,0
GOOGLEPPC,150209,BAD PHONE,12/19/13 8:52 AM,,0,0
GOOGLEPPC,150219,SOLD,12/18/13 5:11 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,PNS,12/18/13 6:30 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,SOLD,12/24/13 11:47 AM,APPROVED 0,44.99,0
BINGPPC,150255,KILL LEAD,12/19/13 10:44 AM,,0,0
PROTECT AMERICA,150293,BAD PHONE,12/19/13 9:10 AM,,0,0
GOOGLEPPC,150302,SOLD,12/19/13 12:29 PM,APPROVED 0,59.99,0
GOOGLEPPC,150305,ANSWERING MACHINE,12/19/13 5:41 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/19/13 10:29 AM,APPROVED 0,52.99,0
BINGPPC,INBOUND,SOLD,12/19/13 12:05 PM,APPROVED 0,51.98,0
GOOGLEPPC,INBOUND,SOLD,12/19/13 11:48 AM,APPROVED DCS,0,0
BINGPPC,INBOUND,SOLD,12/19/13 12:07 PM,APPROVED DCS,0,0
GOOGLE CALL METRICS,INBOUND CALLBACK,ANSWERING MACHINE,12/19/13 12:07 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,12/19/13 2:50 PM,,0,0
BINGPPC,INBOUND,PNS,12/19/13 3:36 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/19/13 4:20 PM,,0,0
BINGPPC,INBOUND,PNS,12/19/13 5:12 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/19/13 8:15 PM,,0,0
BINGPPC,150427,UNDER CONTRACT,1/9/14 2:39 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/20/13 12:04 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/20/13 3:02 PM,,0,0
PROTECT AMERICA,150557,,NULL,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,12/20/13 4:06 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/20/13 6:16 PM,,0,0
BINGPPC,150590,BAD PHONE,12/23/13 12:26 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/20/13 7:37 PM,APPROVED 0,41.99,0
PROTECT AMERICA,INBOUND,SOLD,12/20/13 9:01 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,1/13/14 9:02 PM,,0,0
PROTECT AMERICA,150639,SOLD,12/21/13 5:19 PM,APPROVED 0,49.99,0
GOOGLEPPC,INBOUND,PNS,12/21/13 8:50 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/21/13 8:28 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/21/13 10:25 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/21/13 12:30 PM,APPROVED DCS,0,0
GOOGLEPPC,150717,KILL LEAD,1/3/14 5:48 PM,,0,0
GOOGLEPPC,150769,NO ANSWER,1/15/14 2:36 PM,,0,0
GOOGLEPPC,150780,SOLD,12/24/13 10:48 AM,APPROVED 0,56.98,0
PROTECT AMERICA,150823,SOLD,12/23/13 12:52 PM,APPROVED 0,51.99,0
GOOGLEPPC,150846,KILL LEAD,1/1/14 11:31 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,PNS,12/23/13 8:54 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/23/13 9:46 AM,,0,0
GOOGLEPPC,150955,CALLBACK,12/24/13 10:11 AM,,0,0
